Aimag,Year,Season,Seasonal_SPEI3
Khentii,1956,SON,0.07807087498702953
Khentii,1957,DJF,0.4073499855697937
Khentii,1957,JJA,0.7852929933013715
Khentii,1957,MAM,0.9453026228340127
Khentii,1957,SON,0.2823311307024602
Khentii,1958,DJF,0.38759267620691895
Khentii,1958,JJA,1.333871515581458
Khentii,1958,MAM,1.7620315797112664
Khentii,1958,SON,0.31966334410646474
Khentii,1959,DJF,-0.9658996181868877
Khentii,1959,JJA,1.918232851177039
Khentii,1959,MAM,0.27031467534409226
Khentii,1959,SON,0.9939828249851541
Khentii,1960,DJF,0.4425218805139716
Khentii,1960,JJA,1.166253800747599
Khentii,1960,MAM,1.104876253607458
Khentii,1960,SON,0.6523919516444927
Khentii,1961,DJF,-0.49545751661547377
Khentii,1961,JJA,-0.32651551796990214
Khentii,1961,MAM,-1.1333458330174864
Khentii,1961,SON,0.827469619151477
Khentii,1962,DJF,0.7813161948546511
Khentii,1962,JJA,0.44490028429536904
Khentii,1962,MAM,0.3230222389797586
Khentii,1962,SON,0.8934873934531621
Khentii,1963,DJF,-0.8760762704120513
Khentii,1963,JJA,0.6600233835478454
Khentii,1963,MAM,0.020248158091046957
Khentii,1963,SON,1.1443465956920857
Khentii,1964,DJF,0.32746081560490536
Khentii,1964,JJA,0.7841246083279535
Khentii,1964,MAM,1.8106978597076955
Khentii,1964,SON,1.0316140505619018
Khentii,1965,DJF,0.2139077423108881
Khentii,1965,JJA,-0.2171893956844293
Khentii,1965,MAM,-0.30389594622680777
Khentii,1965,SON,-0.11343051595717486
Khentii,1966,DJF,0.3960393533677156
Khentii,1966,JJA,0.19699600182868554
Khentii,1966,MAM,1.3656143873761404
Khentii,1966,SON,0.026259522165389054
Khentii,1967,DJF,0.7079302266841443
Khentii,1967,JJA,2.146563163725043
Khentii,1967,MAM,1.6301177574899988
Khentii,1967,SON,-0.5769152703070493
Khentii,1968,DJF,0.5874305499112231
Khentii,1968,JJA,0.25155620970681125
Khentii,1968,MAM,1.0464080416496806
Khentii,1968,SON,1.0673957352879662
Khentii,1969,DJF,1.213973626897972
Khentii,1969,JJA,0.22623111486222283
Khentii,1969,MAM,1.0708077116010652
Khentii,1969,SON,1.8556374830986637
Khentii,1970,DJF,0.7394389349960253
Khentii,1970,JJA,0.4240958650638644
Khentii,1970,MAM,1.1019921090477562
Khentii,1970,SON,1.4574606087500175
Khentii,1971,DJF,0.513814170069564
Khentii,1971,JJA,1.8036989563536887
Khentii,1971,MAM,0.9536482139119852
Khentii,1971,SON,0.636373494313278
Khentii,1972,DJF,0.9065858021741809
Khentii,1972,JJA,0.25198396779032967
Khentii,1972,MAM,1.3137717779104823
Khentii,1972,SON,1.2654175294316368
Khentii,1973,DJF,1.1251653409043494
Khentii,1973,JJA,1.7918946078526217
Khentii,1973,MAM,0.8608970465469662
Khentii,1973,SON,1.4207234269751106
Khentii,1974,DJF,0.2076340815936785
Khentii,1974,JJA,0.7000809513937469
Khentii,1974,MAM,0.564455678078815
Khentii,1974,SON,0.95377738963143
Khentii,1975,DJF,0.5679161303841178
Khentii,1975,JJA,1.8269954210550101
Khentii,1975,MAM,1.4084538494801815
Khentii,1975,SON,1.2890797709783401
Khentii,1976,DJF,-0.10607729183433935
Khentii,1976,JJA,1.0911707934911576
Khentii,1976,MAM,1.3846660589871789
Khentii,1976,SON,1.065304915294571
Khentii,1977,DJF,0.9336041621600089
Khentii,1977,JJA,1.9331284520101248
Khentii,1977,MAM,1.1264935492537442
Khentii,1977,SON,-0.35910115985737545
Khentii,1978,DJF,0.09987928906382881
Khentii,1978,JJA,1.2053672013008363
Khentii,1978,MAM,1.1685522468395462
Khentii,1978,SON,0.0915383538883657
Khentii,1979,DJF,0.968461224806101
Khentii,1979,JJA,0.8250756782737683
Khentii,1979,MAM,1.2946936991157254
Khentii,1979,SON,0.6375216361767458
Khentii,1980,DJF,0.5215534709036471
Khentii,1980,JJA,0.7884015441357348
Khentii,1980,MAM,1.108525514598544
Khentii,1980,SON,0.9733978118987187
Khentii,1981,DJF,0.6675078767770453
Khentii,1981,JJA,0.5853572934275677
Khentii,1981,MAM,1.2448179755370488
Khentii,1981,SON,1.2068394618588631
Khentii,1982,DJF,0.23307515480325472
Khentii,1982,JJA,0.671485044075825
Khentii,1982,MAM,0.44179315806826325
Khentii,1982,SON,0.7777920591420829
Khentii,1983,DJF,0.26560676295381264
Khentii,1983,JJA,0.7768918082913551
Khentii,1983,MAM,0.2054407190846974
Khentii,1983,SON,1.0966161802033396
Khentii,1984,DJF,0.4954303455531317
Khentii,1984,JJA,1.6138188427556182
Khentii,1984,MAM,0.9513691466118367
Khentii,1984,SON,1.8360568174840988
Khentii,1985,DJF,1.0422461502154128
Khentii,1985,JJA,1.667825900532321
Khentii,1985,MAM,1.636441104091649
Khentii,1985,SON,0.22725545391221064
Khentii,1986,DJF,0.14325355145628127
Khentii,1986,JJA,0.6656731005097071
Khentii,1986,MAM,0.31415001507303864
Khentii,1986,SON,0.3665776850317767
Khentii,1987,DJF,0.9410544825765288
Khentii,1987,JJA,0.552815521082056
Khentii,1987,MAM,0.6083601333846589
Khentii,1987,SON,1.7089546708372303
Khentii,1988,DJF,0.567746879867499
Khentii,1988,JJA,1.2348304105663368
Khentii,1988,MAM,1.0381838848927816
Khentii,1988,SON,1.1281314470155415
Khentii,1989,DJF,-0.04083938582949953
Khentii,1989,JJA,0.5453327263673277
Khentii,1989,MAM,0.2311425828604198
Khentii,1989,SON,0.3653438882140992
Khentii,1990,DJF,-0.02447863758168936
Khentii,1990,JJA,1.920243156988072
Khentii,1990,MAM,0.09925562110953733
Khentii,1990,SON,1.6328028881499657
Khentii,1991,DJF,0.812377125305255
Khentii,1991,JJA,0.8749573519003122
Khentii,1991,MAM,1.4909244749757136
Khentii,1991,SON,0.8266188447833291
Khentii,1992,DJF,-0.4386026428963469
Khentii,1992,JJA,0.1861524969539777
Khentii,1992,MAM,-0.14433212861912756
Khentii,1992,SON,0.9493575123658692
Khentii,1993,DJF,0.19078177395823892
Khentii,1993,JJA,1.1151935578386338
Khentii,1993,MAM,0.3259057035996389
Khentii,1993,SON,1.0241348030668584
Khentii,1994,DJF,0.2308504491090665
Khentii,1994,JJA,0.3076799618360487
Khentii,1994,MAM,-0.0929927820001992
Khentii,1994,SON,1.1857989930893837
Khentii,1995,DJF,0.11236104117513471
Khentii,1995,JJA,0.8248791481458091
Khentii,1995,MAM,0.9257546231095162
Khentii,1995,SON,0.28748924524148073
Khentii,1996,DJF,-0.8925616182669611
Khentii,1996,JJA,0.7785667308714265
Khentii,1996,MAM,0.05958251197618162
Khentii,1996,SON,-0.2664730282248532
Khentii,1997,DJF,0.5594448484235488
Khentii,1997,JJA,-0.2523747597655154
Khentii,1997,MAM,-1.0636559146811364
Khentii,1997,SON,0.4270031594224543
Khentii,1998,DJF,-0.6810495263997962
Khentii,1998,JJA,0.986056886769395
Khentii,1998,MAM,-0.9558336401891686
Khentii,1998,SON,1.6448811245234658
Khentii,1999,DJF,0.21427108806560774
Khentii,1999,JJA,0.22485612065572455
Khentii,1999,MAM,0.9775899823282206
Khentii,1999,SON,0.4018240274823643
Khentii,2000,DJF,-0.33208873374521236
Khentii,2000,JJA,-1.1623450064245127
Khentii,2000,MAM,-0.5460698183735369
Khentii,2000,SON,-0.049613090559252816
Khentii,2001,DJF,1.4399397768110402
Khentii,2001,JJA,-0.5835574693164559
Khentii,2001,MAM,0.6999778779297543
Khentii,2001,SON,-0.13390912305798974
Khentii,2002,DJF,0.22182979043346152
Khentii,2002,JJA,0.10051283602991154
Khentii,2002,MAM,0.2982179734275548
Khentii,2002,SON,-0.34770865844001203
Khentii,2003,DJF,1.3553800514836787
Khentii,2003,JJA,-0.22474108682787794
Khentii,2003,MAM,1.2026633856832782
Khentii,2003,SON,0.3309003791071504
Khentii,2004,DJF,0.5567031402198437
Khentii,2004,JJA,-0.5044167497572924
Khentii,2004,MAM,0.8972834808051615
Khentii,2004,SON,-0.3698527328782597
Khentii,2005,DJF,0.21403973882641208
Khentii,2005,JJA,0.4914600079639746
Khentii,2005,MAM,0.5256437267414729
Khentii,2005,SON,-0.9405809244758587
Khentii,2006,DJF,-1.1217584597096344
Khentii,2006,JJA,-0.4394376414586553
Khentii,2006,MAM,0.042149589031629284
Khentii,2006,SON,-1.1764057335157154
Khentii,2007,DJF,-0.5274014832751367
Khentii,2007,JJA,-1.69002442940164
Khentii,2007,MAM,0.2127275039134636
Khentii,2007,SON,-2.0475210367152408
Khentii,2008,DJF,-0.45598258069099784
Khentii,2008,JJA,0.3837042831434054
Khentii,2008,MAM,-1.21325356077348
Khentii,2008,SON,-0.5147327145448299
Khentii,2009,DJF,-0.49845710505325874
Khentii,2009,JJA,-0.1280564594492176
Khentii,2009,MAM,-0.33338763083675543
Khentii,2009,SON,-0.48192395596002285
Khentii,2010,DJF,0.5418775637846049
Khentii,2010,JJA,-0.30622480444754707
Khentii,2010,MAM,1.7092178315089321
Khentii,2010,SON,-1.0696725343374633
Khentii,2011,DJF,-0.3403220480030556
Khentii,2011,JJA,0.031658603699890264
Khentii,2011,MAM,0.010886101682049789
Khentii,2011,SON,-0.6504751800972104
Khentii,2012,DJF,0.6639876420491001
Khentii,2012,JJA,0.5450176939660062
Khentii,2012,MAM,0.1300191949167469
Khentii,2012,SON,0.4004179873526107
Khentii,2013,DJF,1.1109450378704189
Khentii,2013,JJA,0.30208528824855085
Khentii,2013,MAM,0.25597793455359935
Khentii,2013,SON,0.7465719140631337
Khentii,2014,DJF,-0.0065260739851348325
Khentii,2014,JJA,1.2840220912611893
Khentii,2014,MAM,-0.6022707704849668
Khentii,2014,SON,-1.0441116716098355
Khentii,2015,DJF,-1.1734762671198216
Khentii,2015,JJA,-1.1112806807622515
Khentii,2015,MAM,-0.7940380363081504
Khentii,2015,SON,-0.6237264625330291
Khentii,2016,DJF,-0.5433406991594983
Khentii,2016,JJA,-0.5306954863431173
Khentii,2016,MAM,-0.3014091727864265
Khentii,2016,SON,0.7967680528282771
Khentii,2017,DJF,0.6456719334262231
Khentii,2017,JJA,-1.457378072604432
Khentii,2017,MAM,-0.9977344368706546
Khentii,2017,SON,0.23530599808022867
Khentii,2018,DJF,-0.12937624283107133
Khentii,2018,JJA,-0.18540931991344578
Khentii,2018,MAM,-0.9683726621604827
Khentii,2018,SON,0.8548339369201274
Khentii,2019,DJF,-1.8351455175272422
Khentii,2019,JJA,0.04357920074509013
Khentii,2019,MAM,-1.7805608459087159
Khentii,2019,SON,-0.45077510931474796
Khentii,2020,DJF,0.3292040967526794
Khentii,2020,JJA,0.8020510242878157
Khentii,2020,MAM,-0.8610463568404224
Khentii,2020,SON,0.6578546531715579
Khentii,2021,DJF,-0.29195361619467186
Khentii,2021,JJA,0.8008099564496
Khentii,2021,MAM,-0.6415811638615901
Khentii,2021,SON,1.0944567214807819
Khentii,2022,DJF,-0.5102544421812817
Khentii,2022,JJA,0.5015395196616599
Khentii,2022,MAM,-0.8691009274224476
Khentii,2022,SON,-0.08683446083830641
Khentii,2023,DJF,0.22237282706394076
Khentii,2023,JJA,-0.11237814974100487
Khentii,2023,MAM,-0.643380441462319
Khentii,2023,SON,0.5709740003861162
Khentii,2024,DJF,1.005677184503858
Khentii,2024,JJA,1.6458212237938075
Khentii,2024,MAM,0.35607269604804687
Khentii,2024,SON,0.8688495088877594
Khentii,2025,DJF,-0.05242716415191392
Khovd,1950,DJF,-0.39808533807312896
Khovd,1950,JJA,-0.7680964010071902
Khovd,1950,MAM,-0.7601378568285581
Khovd,1950,SON,-0.5636770851115174
Khovd,1951,DJF,0.08149767622357305
Khovd,1951,JJA,-0.5439545250814807
Khovd,1951,MAM,0.0013567423249971466
Khovd,1951,SON,-0.09984473403007685
Khovd,1952,DJF,-0.8231418492665469
Khovd,1952,JJA,-1.1356294558879985
Khovd,1952,MAM,-0.8157247590795803
Khovd,1952,SON,-0.04940117451515488
Khovd,1953,DJF,0.10735360495605456
Khovd,1953,JJA,-1.9110712212851029
Khovd,1953,MAM,-0.38093932679198933
Khovd,1953,SON,-0.46330920979125545
Khovd,1954,DJF,0.2414402545578995
Khovd,1954,JJA,-0.4052978708517174
Khovd,1954,MAM,-0.3779450600777463
Khovd,1954,SON,-0.15737104783227343
Khovd,1955,DJF,0.6473557770831658
Khovd,1955,JJA,-0.46158204360536836
Khovd,1955,MAM,0.7465650416395756
Khovd,1955,SON,-0.9297067136735676
Khovd,1956,DJF,-0.8450514608312174
Khovd,1956,JJA,0.08681148372028172
Khovd,1956,MAM,-0.11315035077121734
Khovd,1956,SON,-0.1618449235093153
Khovd,1957,DJF,-0.5722870790254219
Khovd,1957,JJA,-0.8874424698948948
Khovd,1957,MAM,-0.7743573782421578
Khovd,1957,SON,0.11804325684055912
Khovd,1958,DJF,-0.4150296750422478
Khovd,1958,JJA,0.5988189959290562
Khovd,1958,MAM,0.1701295165470873
Khovd,1958,SON,1.3951222058975075
Khovd,1959,DJF,0.35784704938112716
Khovd,1959,JJA,0.12741879000121267
Khovd,1959,MAM,0.6547506583139656
Khovd,1959,SON,-1.0329123990681666
Khovd,1960,DJF,0.6093953597940754
Khovd,1960,JJA,-0.08969547829847824
Khovd,1960,MAM,0.5644480515186946
Khovd,1960,SON,-0.6611718579272711
Khovd,1961,DJF,0.7889184253615663
Khovd,1961,JJA,0.722281030446683
Khovd,1961,MAM,1.0453261699369476
Khovd,1961,SON,0.25730052440511914
Khovd,1962,DJF,0.26039433323083433
Khovd,1962,JJA,-0.6481738477083077
Khovd,1962,MAM,-0.38139889654691433
Khovd,1962,SON,-0.9573805492229509
Khovd,1963,DJF,-0.9542428763706784
Khovd,1963,JJA,0.1490126563768355
Khovd,1963,MAM,-0.6141698709338005
Khovd,1963,SON,0.8317144674965666
Khovd,1964,DJF,-0.1908314994914268
Khovd,1964,JJA,-0.30674241258997575
Khovd,1964,MAM,0.9489068278308248
Khovd,1964,SON,0.15901608229352165
Khovd,1965,DJF,-0.3504734689472916
Khovd,1965,JJA,-1.1259834095857977
Khovd,1965,MAM,-1.0465010322454833
Khovd,1965,SON,-0.7384461312111752
Khovd,1966,DJF,0.041749134757790976
Khovd,1966,JJA,-0.30867975432674155
Khovd,1966,MAM,0.6695596797584243
Khovd,1966,SON,0.22964006002192425
Khovd,1967,DJF,0.45228286953184266
Khovd,1967,JJA,-0.597300428419907
Khovd,1967,MAM,-0.4568352134716744
Khovd,1967,SON,0.3094791991663078
Khovd,1968,DJF,0.6101745233406987
Khovd,1968,JJA,-0.6999999519298935
Khovd,1968,MAM,0.6503560023660001
Khovd,1968,SON,0.959303323049544
Khovd,1969,DJF,0.5193162604264777
Khovd,1969,JJA,1.2453692133709044
Khovd,1969,MAM,0.015130054357768385
Khovd,1969,SON,1.051882106630886
Khovd,1970,DJF,-0.08099905628740503
Khovd,1970,JJA,0.5201981117053214
Khovd,1970,MAM,0.6066113356139982
Khovd,1970,SON,1.0336089158876502
Khovd,1971,DJF,0.5996584083993
Khovd,1971,JJA,0.767524301433748
Khovd,1971,MAM,0.7698242181887797
Khovd,1971,SON,0.7127142399353729
Khovd,1972,DJF,0.6043906729012027
Khovd,1972,JJA,-0.5438460979151742
Khovd,1972,MAM,-0.1691252537059067
Khovd,1972,SON,0.5357956283080938
Khovd,1973,DJF,-0.04823233565275229
Khovd,1973,JJA,0.2916660049503656
Khovd,1973,MAM,0.29111185672030243
Khovd,1973,SON,0.9532511036892908
Khovd,1974,DJF,-0.6785923340730294
Khovd,1974,JJA,-1.2055261355224143
Khovd,1974,MAM,-0.2917206521456192
Khovd,1974,SON,0.54813165489919
Khovd,1975,DJF,0.13468956934465395
Khovd,1975,JJA,0.3665936741284379
Khovd,1975,MAM,0.6261020740775546
Khovd,1975,SON,-0.19173944588515415
Khovd,1976,DJF,0.12148537053569364
Khovd,1976,JJA,0.9724811593521485
Khovd,1976,MAM,1.1409526331623099
Khovd,1976,SON,0.7662911183918889
Khovd,1977,DJF,0.725605685600304
Khovd,1977,JJA,0.09765817577727935
Khovd,1977,MAM,0.754737905376356
Khovd,1977,SON,-0.6896466017266989
Khovd,1978,DJF,0.05504575439501672
Khovd,1978,JJA,0.3141532198781711
Khovd,1978,MAM,-0.015799659644065333
Khovd,1978,SON,-0.9560938954975072
Khovd,1979,DJF,-0.834904238239276
Khovd,1979,JJA,0.5614813319078773
Khovd,1979,MAM,0.4173575272367276
Khovd,1979,SON,1.1925430362999083
Khovd,1980,DJF,0.16153117120459226
Khovd,1980,JJA,-0.40395234005953623
Khovd,1980,MAM,0.7185438304633527
Khovd,1980,SON,-0.3218163941464496
Khovd,1981,DJF,0.5542306022151997
Khovd,1981,JJA,-0.09876668533668564
Khovd,1981,MAM,0.20325658261086282
Khovd,1981,SON,0.7894279531965107
Khovd,1982,DJF,0.4193801723484999
Khovd,1982,JJA,-0.4332636141522537
Khovd,1982,MAM,-0.39618058312847554
Khovd,1982,SON,0.019502876695733935
Khovd,1983,DJF,-0.12366096561852259
Khovd,1983,JJA,1.0238355437681608
Khovd,1983,MAM,-0.2786047581030828
Khovd,1983,SON,0.4162738804824748
Khovd,1984,DJF,0.7208290070942714
Khovd,1984,JJA,1.4045359664311075
Khovd,1984,MAM,0.8697785311333104
Khovd,1984,SON,1.6702421298185544
Khovd,1985,DJF,0.16673197281596386
Khovd,1985,JJA,-0.7106704785420566
Khovd,1985,MAM,-0.08331638127046227
Khovd,1985,SON,-0.0709487850425265
Khovd,1986,DJF,-0.27357555516053833
Khovd,1986,JJA,0.75880009632613
Khovd,1986,MAM,0.10561533317321567
Khovd,1986,SON,1.0559529347947287
Khovd,1987,DJF,0.5605670413154371
Khovd,1987,JJA,1.7843090159916553
Khovd,1987,MAM,0.8173353798284115
Khovd,1987,SON,0.9780382103119281
Khovd,1988,DJF,1.6245367628120198
Khovd,1988,JJA,0.2752896048634945
Khovd,1988,MAM,1.2105664471297062
Khovd,1988,SON,-0.0527534170101768
Khovd,1989,DJF,0.2479730441649455
Khovd,1989,JJA,-0.3903442825962488
Khovd,1989,MAM,-0.9276830527460246
Khovd,1989,SON,1.0220391872633796
Khovd,1990,DJF,-0.37972817683211046
Khovd,1990,JJA,0.19198655485812557
Khovd,1990,MAM,0.8928677810528208
Khovd,1990,SON,-0.536197544161409
Khovd,1991,DJF,-0.6121182637925008
Khovd,1991,JJA,0.14255104563811757
Khovd,1991,MAM,-0.49402696350219594
Khovd,1991,SON,0.774818393042539
Khovd,1992,DJF,-0.41624472710964444
Khovd,1992,JJA,0.06009484324656067
Khovd,1992,MAM,0.24023885424164013
Khovd,1992,SON,1.45354376470983
Khovd,1993,DJF,0.5095579163848194
Khovd,1993,JJA,1.5601840705039702
Khovd,1993,MAM,0.8173318334052395
Khovd,1993,SON,0.8621708276336867
Khovd,1994,DJF,0.226546964147843
Khovd,1994,JJA,1.5550935241709711
Khovd,1994,MAM,-0.33520911527854613
Khovd,1994,SON,0.7106789598377021
Khovd,1995,DJF,-0.01625547528497261
Khovd,1995,JJA,0.4891786741659465
Khovd,1995,MAM,0.48513874862057454
Khovd,1995,SON,0.03250093456174664
Khovd,1996,DJF,-1.1754288594290812
Khovd,1996,JJA,0.44561613002146444
Khovd,1996,MAM,0.3550190454590947
Khovd,1996,SON,0.3263756731988015
Khovd,1997,DJF,0.7258204593177472
Khovd,1997,JJA,0.320502313258553
Khovd,1997,MAM,-0.2075774025165944
Khovd,1997,SON,0.25146163863583354
Khovd,1998,DJF,-0.12746284052363835
Khovd,1998,JJA,0.4564701489562281
Khovd,1998,MAM,0.7956835142358889
Khovd,1998,SON,-0.4719790206361552
Khovd,1999,DJF,-0.9566221342312892
Khovd,1999,JJA,0.6072424649819166
Khovd,1999,MAM,0.5370862293868278
Khovd,1999,SON,0.9514174331922011
Khovd,2000,DJF,-0.253869113051276
Khovd,2000,JJA,0.2846924799217093
Khovd,2000,MAM,-0.7223385642878212
Khovd,2000,SON,-0.07902338506752912
Khovd,2001,DJF,0.7045002566217048
Khovd,2001,JJA,-0.9999189384629282
Khovd,2001,MAM,-0.0991923449583208
Khovd,2001,SON,-0.6726801756841976
Khovd,2002,DJF,0.40159541462158677
Khovd,2002,JJA,-0.5714041466650029
Khovd,2002,MAM,0.9651890908152926
Khovd,2002,SON,-1.630763588537894
Khovd,2003,DJF,0.03651556457253974
Khovd,2003,JJA,1.3972010085817927
Khovd,2003,MAM,0.9968650859142841
Khovd,2003,SON,1.3927299920706449
Khovd,2004,DJF,-0.04314128284720156
Khovd,2004,JJA,-0.5249958631702945
Khovd,2004,MAM,-0.6667624175124978
Khovd,2004,SON,0.36692172062795353
Khovd,2005,DJF,0.5320214502982604
Khovd,2005,JJA,0.12231206632386944
Khovd,2005,MAM,-0.31894356488823616
Khovd,2005,SON,0.40238309299335795
Khovd,2006,DJF,0.2720295431065239
Khovd,2006,JJA,-0.30131600283370524
Khovd,2006,MAM,0.04728193625395335
Khovd,2006,SON,-1.078351977687825
Khovd,2007,DJF,-1.4136604377701305
Khovd,2007,JJA,-1.12154151451339
Khovd,2007,MAM,-1.2088732851287687
Khovd,2007,SON,-0.4199005026211838
Khovd,2008,DJF,-0.5445924361229528
Khovd,2008,JJA,-1.2277023557075653
Khovd,2008,MAM,-0.1461552544816107
Khovd,2008,SON,-0.780923210561572
Khovd,2009,DJF,-0.2503558877675217
Khovd,2009,JJA,-0.9199736261592026
Khovd,2009,MAM,-0.26421674455701455
Khovd,2009,SON,-0.19914730342595832
Khovd,2010,DJF,1.6250333486987807
Khovd,2010,JJA,-0.032766856049933187
Khovd,2010,MAM,1.6866406248681907
Khovd,2010,SON,0.5376690332468774
Khovd,2011,DJF,0.9104650757460231
Khovd,2011,JJA,-0.32282246160826067
Khovd,2011,MAM,0.1679644024721146
Khovd,2011,SON,-0.49078814777219487
Khovd,2012,DJF,-0.6095320313297924
Khovd,2012,JJA,-0.30539597154473297
Khovd,2012,MAM,-0.33397312215019
Khovd,2012,SON,0.3582046844224883
Khovd,2013,DJF,1.0827105680721936
Khovd,2013,JJA,-0.1138708404350109
Khovd,2013,MAM,-0.7987648323474436
Khovd,2013,SON,-0.25201539407179796
Khovd,2014,DJF,-0.45665157874050794
Khovd,2014,JJA,-0.38468982761163495
Khovd,2014,MAM,-0.011426799256536438
Khovd,2014,SON,-1.0520954445173456
Khovd,2015,DJF,-0.8852272636183974
Khovd,2015,JJA,0.6721063471715275
Khovd,2015,MAM,-1.152361014455092
Khovd,2015,SON,0.14475650518247088
Khovd,2016,DJF,0.14763899678440043
Khovd,2016,JJA,0.27281833900051633
Khovd,2016,MAM,0.5492568931230527
Khovd,2016,SON,-0.2058841806415979
Khovd,2017,DJF,0.29167486783100977
Khovd,2017,JJA,-1.2657363838413727
Khovd,2017,MAM,0.21782568797264085
Khovd,2017,SON,-1.3788706989219897
Khovd,2018,DJF,-0.48826551672335583
Khovd,2018,JJA,-0.5664764560612523
Khovd,2018,MAM,-0.9656891551161024
Khovd,2018,SON,0.436864230348802
Khovd,2019,DJF,0.36901957334520796
Khovd,2019,JJA,-0.25184629842851985
Khovd,2019,MAM,-0.10008889444744344
Khovd,2019,SON,-0.7201120575196438
Khovd,2020,DJF,-0.14257112537332847
Khovd,2020,JJA,-0.3892934442403979
Khovd,2020,MAM,-1.4747964092483485
Khovd,2020,SON,0.2574659513048079
Khovd,2021,DJF,-0.9838890439286635
Khovd,2021,JJA,-1.2108276953746802
Khovd,2021,MAM,-1.639767978540601
Khovd,2021,SON,0.10497089243026192
Khovd,2022,DJF,-0.2408691038339233
Khovd,2022,JJA,-3.0828490808881455
Khovd,2022,MAM,-0.6145436658507422
Khovd,2022,SON,-1.7452461156490173
Khovd,2023,DJF,0.01418285365218129
Khovd,2023,JJA,-1.091819895067377
Khovd,2023,MAM,-0.2463189603582536
Khovd,2023,SON,-0.07589972245238816
Khovd,2024,DJF,0.14580635330244016
Khovd,2024,JJA,-1.6243122350897428
Khovd,2024,MAM,-0.6257159116266059
Khovd,2024,SON,-0.6509969173872023
Khovd,2025,DJF,0.6722062213796187
Khuvsgul,1950,DJF,-0.19050171674516478
Khuvsgul,1950,JJA,2.4070989173861337
Khuvsgul,1950,MAM,-0.018141668186180075
Khuvsgul,1950,SON,0.7349812111144038
Khuvsgul,1951,DJF,0.15105526407372952
Khuvsgul,1951,JJA,0.15379585397947299
Khuvsgul,1951,MAM,0.9658174527613232
Khuvsgul,1951,SON,-0.2558910420520223
Khuvsgul,1952,DJF,-0.2648504216362161
Khuvsgul,1952,JJA,1.2091326254001713
Khuvsgul,1952,MAM,-0.06620046495464961
Khuvsgul,1952,SON,0.8576034437228923
Khuvsgul,1953,DJF,0.34497658428033584
Khuvsgul,1953,JJA,0.17101332759529891
Khuvsgul,1953,MAM,0.03671613085719202
Khuvsgul,1953,SON,-0.05650635395714292
Khuvsgul,1954,DJF,0.4304994012362439
Khuvsgul,1954,JJA,0.306021462695882
Khuvsgul,1954,MAM,0.43751624126148336
Khuvsgul,1954,SON,1.1243201123409734
Khuvsgul,1955,DJF,0.7215149650899539
Khuvsgul,1955,JJA,0.18350745404802712
Khuvsgul,1955,MAM,1.4946417611493938
Khuvsgul,1955,SON,-0.38398608080358554
Khuvsgul,1956,DJF,-0.4242382778795443
Khuvsgul,1956,JJA,1.3072172429597455
Khuvsgul,1956,MAM,0.318768506735818
Khuvsgul,1956,SON,0.2085996808911283
Khuvsgul,1957,DJF,0.41885590916919047
Khuvsgul,1957,JJA,-0.16836419381470513
Khuvsgul,1957,MAM,0.21119690388699833
Khuvsgul,1957,SON,0.2842951380663124
Khuvsgul,1958,DJF,-0.12492005630581458
Khuvsgul,1958,JJA,0.9402024051619595
Khuvsgul,1958,MAM,1.012789380558674
Khuvsgul,1958,SON,0.06471752544151617
Khuvsgul,1959,DJF,-0.4678161277697692
Khuvsgul,1959,JJA,1.0886937674344406
Khuvsgul,1959,MAM,1.0442574106474272
Khuvsgul,1959,SON,0.14339261556780303
Khuvsgul,1960,DJF,0.013289097993381191
Khuvsgul,1960,JJA,0.8996479672237879
Khuvsgul,1960,MAM,0.1570928399341566
Khuvsgul,1960,SON,0.21699806232205046
Khuvsgul,1961,DJF,0.2469762229886989
Khuvsgul,1961,JJA,0.6127227609386667
Khuvsgul,1961,MAM,0.11751359580210781
Khuvsgul,1961,SON,0.04998698065303139
Khuvsgul,1962,DJF,-0.10645397188171835
Khuvsgul,1962,JJA,0.3728753530093301
Khuvsgul,1962,MAM,-0.2574567047627199
Khuvsgul,1962,SON,-0.47410223654619144
Khuvsgul,1963,DJF,-0.5277867044811461
Khuvsgul,1963,JJA,0.5202944911460473
Khuvsgul,1963,MAM,0.1926762717467715
Khuvsgul,1963,SON,0.4048614761755737
Khuvsgul,1964,DJF,-0.5234159063541622
Khuvsgul,1964,JJA,0.27296619761402297
Khuvsgul,1964,MAM,1.728485167034034
Khuvsgul,1964,SON,0.9864336764268975
Khuvsgul,1965,DJF,0.41324482586286443
Khuvsgul,1965,JJA,0.7108772614350326
Khuvsgul,1965,MAM,0.7569532711982471
Khuvsgul,1965,SON,0.10542239581944703
Khuvsgul,1966,DJF,1.4750690392902623
Khuvsgul,1966,JJA,0.5508305713481833
Khuvsgul,1966,MAM,1.173307313579935
Khuvsgul,1966,SON,-0.6227509745869365
Khuvsgul,1967,DJF,-0.08673995898900645
Khuvsgul,1967,JJA,1.3360722098455866
Khuvsgul,1967,MAM,0.39108678014870735
Khuvsgul,1967,SON,1.0439196719934392
Khuvsgul,1968,DJF,-0.020193369720969828
Khuvsgul,1968,JJA,-0.3192522090009579
Khuvsgul,1968,MAM,0.7844411682705995
Khuvsgul,1968,SON,1.4780908115167197
Khuvsgul,1969,DJF,0.7268685761857729
Khuvsgul,1969,JJA,-0.21471702268036622
